ФИО аудитора ПАБ;Должность (профессия) аудитора ПАБ;Дата проведения ПАБ;Стаж аудитора ПАБ в занимаемой должности (профессии), лет;Возраст аудитора ПАБ, лет;Продолжительность междувахтового отдыха аудитора ПАБ, предшествующего вахте (в днях);Продолжительность вахты аудитора ПАБ, дней;Нахождение на рабочей вахте аудитора ПАБ после прилёта в день проведения ПАБ (в днях);ФИО_работника;Профессия_работника;Стаж_работника;Стаж_категории;Возраст_работника;Возраст_категории;Продолжительность_вахты;Продолжительность_междувахтового_отдыха;Балл_анкетирования;Балл_категории;Индекс_массы_тела;Индекс_категории;Адаптационный_потенциал;Адаптационный_потенциал_категории;Нахождение_на_рабочей_вахте;Физическое_утомление;Месяц_ПАБ;Переход_из_ночной_смены;Выход_после_праздника;Количество_выявленных_опасных_действий;;;num
15;5;16.11.2024;16;53;30;31;2;28;7;5;3;27;2;27;19;-5;3;28,08;3;2,614;2;5;0;11;0;0;0;;;773
15;5;25.11.2024;16;53;30;31;11;28;7;5;3;27;2;27;19;-5;3;28,08;3;2,614;2;14;0;11;0;0;0;;;774
15;5;06.12.2024;16;53;30;31;22;28;7;5;3;27;2;27;19;-5;3;28,08;3;2,614;2;25;0;12;0;0;0;;;775
8;4;19.02.2024;2;31;31;55;15;105;4;13;4;47;4;30;28;1;3;27,7;3;2,885;2;4;0;2;0;0;0;;;776
8;4;01.03.2024;2;31;31;55;25;105;4;13;4;47;4;30;28;1;3;27,7;3;2,885;2;15;0;3;0;0;0;;;777
8;4;12.03.2024;2;31;31;55;36;105;4;13;4;47;4;30;28;1;3;27,7;3;2,885;2;26;1;3;0;0;0;;;778
38;4;11.09.2024;1;40;32;29;3;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;1;0;9;0;0;0;;;779
38;4;25.09.2024;1;40;32;29;17;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;15;0;9;0;0;0;;;780
38;4;06.10.2024;1;40;32;29;28;105;4;13;4;47;4;28;61;1;3;27,7;3;2,885;2;26;1;10;0;0;0;;;781
8;4;17.02.2024;2;31;31;45;13;36;4;3;2;28;2;46;30;-3;3;31,79;3;2,745;2;12;0;2;0;0;2;;;782
8;4;22.03.2024;2;31;31;55;46;36;4;3;2;28;2;46;30;-3;3;31,79;3;2,745;2;44;1;3;0;0;0;;;783
8;4;02.03.2024;2;31;31;55;26;36;4;3;2;28;2;46;30;-3;3;31,79;3;2,745;2;24;0;3;0;0;0;;;784
49;4;09.08.2024;15;54;32;30;1;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;14;0;8;0;0;0;;;785
30;5;25.12.2024;16;52;29;32;11;174;7;33;6;56;5;29;62;-23;2;34,02;3;3,168;3;17;0;12;0;0;0;;;786
30;5;25.12.2024;16;52;29;32;11;210;7;34;6;56;5;31;32;-10;3;30,11;3;3,06;2;11;0;12;0;0;0;;;787
38;4;27.07.2024;1;40;31;30;19;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;1;0;7;0;0;0;;;788
49;4;15.08.2024;15;54;32;30;7;36;4;3;2;29;2;45;30;-3;3;31,79;3;2,745;2;20;0;8;0;0;0;;;789
49;4;19.04.2024;15;54;45;45;27;17;4;23;5;46;4;29;36;-18;2;30,93;3;2,961;2;4;0;4;0;0;0;;;790
49;4;25.04.2024;15;54;45;45;33;17;4;23;5;46;4;29;36;-18;2;30,93;3;2,961;2;10;0;4;0;0;0;;;791
49;4;06.05.2024;15;54;45;45;44;17;4;23;5;46;4;29;36;-18;2;30,93;3;2,961;2;21;0;5;0;0;0;;;792
38;4;25.07.2024;1;40;31;30;17;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;16;0;7;0;0;0;;;793
49;4;10.08.2024;15;54;32;30;2;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;32;1;8;0;0;0;;;794
49;4;13.08.2024;15;54;32;30;5;17;4;23;5;46;4;36;56;-18;2;30,93;3;2,961;2;35;1;8;0;0;0;;;795
18;6;08.04.2024;1;38;30;30;15;171;2;15;4;47;4;38;52;-9;3;25,11;3;2,804;2;1;0;4;0;0;1;;;796
20;6;27.04.2024;14;47;32;29;4;171;2;15;4;47;4;38;52;-9;3;25,11;3;2,804;2;20;0;4;0;0;0;;;797
20;6;07.05.2024;14;47;32;29;14;171;2;15;4;47;4;38;52;-9;3;25,11;3;2,804;2;30;1;5;0;0;0;;;798
20;6;15.07.2024;14;47;32;29;22;171;2;15;4;47;4;43;60;-9;3;25,11;3;2,804;2;1;0;7;0;0;0;;;799
18;6;09.08.2024;1;38;31;30;16;171;2;15;4;48;4;43;60;-9;3;25,11;3;2,804;2;26;1;8;0;0;0;;;800
18;6;20.08.2024;1;38;31;30;27;171;2;15;4;48;4;43;60;-9;3;25,11;3;2,804;2;37;1;8;0;0;0;;;801
18;6;26.09.2024;1;38;32;29;2;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;4;0;9;0;0;0;;;802
18;6;11.10.2024;1;38;32;29;17;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;19;0;10;0;0;0;;;803
18;6;17.11.2024;1;38;32;29;23;171;2;15;4;48;4;34;27;-9;3;25,11;3;2,804;2;25;0;10;0;0;0;;;804
18;6;04.04.2024;1;38;30;30;11;104;2;3;2;23;1;30;28;-7;3;22,04;2;2,414;1;9;0;4;0;0;0;;;805
18;6;10.04.2024;1;38;30;30;17;104;2;3;2;23;1;30;28;-7;3;22,04;2;2,414;1;15;0;4;0;0;0;;;806
18;6;13.04.2024;1;38;30;30;20;104;2;3;2;23;1;30;28;-7;3;22,04;2;2,414;1;18;0;4;0;0;0;;;807
20;6;21.07.2024;14;47;32;29;28;104;2;3;2;23;1;31;79;-7;3;22,04;2;2,414;1;8;0;7;0;0;0;;;808
18;6;10.08.2024;1;38;31;30;17;104;2;3;2;23;1;31;79;-7;3;22,04;2;2,414;1;28;1;8;0;0;4;;;809
20;6;18.09.2024;14;47;32;30;26;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;1;0;9;0;0;0;;;810
20;6;20.09.2024;14;47;32;30;28;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;3;0;9;0;0;0;;;811
18;6;10.10.2024;1;38;32;29;16;104;2;3;2;23;1;30;35;-7;3;22,04;2;2,414;1;23;0;10;0;0;0;;;812
18;6;07.12.2024;1;38;32;48;13;104;2;3;2;24;1;30;49;-7;3;22,04;2;2,414;1;2;0;12;0;0;0;;;813
18;6;25.12.2024;1;38;32;48;31;104;2;3;2;24;1;30;49;-7;3;22,04;2;2,414;1;20;0;12;0;0;0;;;814
20;6;02.02.2024;14;47;47;59;10;56;2;5;3;27;2;46;32;-22;2;29,06;3;2,641;2;9;0;2;0;0;2;;;815
20;6;15.02.2024;14;47;47;59;23;56;2;5;3;27;2;46;32;-22;2;29,06;3;2,641;2;22;0;2;0;0;0;;;816
20;6;07.03.2024;14;47;47;59;44;56;2;5;3;27;2;46;32;-22;2;29,06;3;2,641;2;43;1;3;0;0;0;;;817
20;6;11.05.2024;14;47;32;29;18;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;2;0;5;0;0;1;;;818
20;6;10.05.2024;14;47;32;29;17;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;1;0;5;0;1;0;;;819
18;6;28.05.2024;1;38;31;30;4;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;19;0;5;0;0;0;;;820
18;6;20.06.2024;1;38;31;30;27;56;2;5;3;27;2;45;60;-22;2;29,06;3;2,641;2;42;1;6;0;0;0;;;821
20;6;25.08.2024;14;47;32;30;2;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;1;0;8;0;0;0;;;822
20;6;11.09.2024;14;47;32;30;19;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;18;0;9;0;0;0;;;823
20;6;13.09.2024;14;47;32;30;21;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;20;0;9;0;0;0;;;824
20;6;20.09.2024;14;47;32;30;28;56;2;5;3;27;2;30;62;-22;2;29,06;3;2,641;2;27;1;9;0;0;3;;;825
18;6;28.11.2024;1;38;32;48;4;56;2;5;3;27;2;29;47;-22;2;29,06;3;2,641;2;19;0;11;0;0;0;;;826
18;6;02.12.2024;1;38;32;48;8;56;2;5;3;27;2;29;47;-22;2;29,06;3;2,641;2;23;0;12;0;0;0;;;827
12;2;09.05.2024;9;38;44;48;17;135;2;17;5;53;4;32;56;-2;3;26,3;3;2,924;2;17;0;5;0;0;0;;;828
12;2;13.05.2024;9;38;44;48;21;135;2;17;5;53;4;32;56;-2;3;26,3;3;2,924;2;21;0;5;0;0;0;;;829
12;2;23.05.2024;9;38;44;48;31;135;2;17;5;53;4;32;56;-2;3;26,3;3;2,924;2;31;1;5;0;0;0;;;830
10;2;22.07.2024;1;33;29;32;30;135;2;17;5;53;4;28;33;-2;3;26,3;3;2,924;2;26;1;7;0;0;0;;;831
10;2;14.07.2024;1;33;29;32;22;135;2;17;5;53;4;28;33;-2;3;26,3;3;2,924;2;18;0;7;0;0;0;;;832
10;2;27.06.2024;1;33;29;32;5;135;2;17;5;53;4;28;33;-2;3;26,3;3;2,924;2;1;0;6;0;0;0;;;833
10;2;30.08.2024;1;33;16;46;21;135;2;17;5;53;4;29;33;-2;3;26,3;3;2,924;2;4;0;8;0;0;0;;;834
6;2;10.09.2024;8;37;32;29;1;135;2;17;5;53;4;29;33;-2;3;26,3;3;2,924;2;15;0;9;0;0;0;;;835
6;2;20.09.2024;8;37;32;29;11;135;2;17;5;53;4;29;33;-2;3;26,3;3;2,924;2;25;0;9;0;0;0;;;836
10;2;27.10.2024;1;33;28;33;5;135;2;17;5;53;4;29;32;-2;3;26,3;3;2,924;2;1;0;10;0;0;0;;;837
6;2;10.11.2024;8;37;32;44;1;135;2;17;5;53;4;29;32;-2;3;26,3;3;2,924;2;15;0;11;0;0;0;;;838
6;2;21.11.2024;8;37;32;44;12;135;2;17;5;54;4;29;32;-2;3;26,3;3;2,924;2;26;1;11;0;0;0;;;839
9;2;08.04.2024;3;31;30;39;24;97;2;3;2;27;2;33;56;0;3;21,45;2;2,393;1;32;1;4;0;0;2;;;840
9;2;04.04.2024;3;31;30;39;20;97;2;3;2;27;2;33;56;0;3;21,45;2;2,393;1;28;1;4;0;0;0;;;841
9;2;25.03.2024;3;31;30;39;10;97;2;3;2;27;2;33;56;0;3;21,45;2;2,393;1;18;0;3;0;0;0;;;842
6;2;12.05.2024;8;37;47;30;3;97;2;3;2;27;2;36;31;0;3;21,45;2;2,393;1;2;0;5;0;0;4;;;843
6;2;27.05.2024;8;37;47;30;18;97;2;3;2;27;2;36;31;0;3;21,45;2;2,393;1;17;0;5;0;0;2;;;844
6;2;07.06.2024;8;37;47;30;29;97;2;3;2;27;2;36;31;0;3;21,45;2;2,393;1;28;1;6;0;0;0;;;845
6;2;15.07.2024;8;37;31;30;6;97;2;3;2;27;2;32;29;0;3;21,45;2;2,393;1;1;0;7;0;0;2;;;846
9;2;13.08.2024;3;31;31;30;20;97;2;3;2;27;2;32;29;0;3;21,45;2;2,393;1;30;1;8;0;0;0;;;847
9;2;01.08.2024;3;31;31;30;8;97;2;3;2;27;2;32;29;0;3;21,45;2;2,393;1;18;0;8;0;0;0;;;848
6;2;20.09.2024;8;37;32;29;11;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;10;0;9;0;0;0;;;849
6;2;11.09.2024;8;37;32;29;2;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;1;0;9;0;0;2;;;850
6;2;06.10.2024;8;37;32;29;27;97;2;3;2;27;2;29;26;0;3;21,45;2;2,393;1;26;1;10;0;0;0;;;851
17;2;27.12.2024;3;30;22;30;12;97;2;3;2;27;2;25;66;0;3;21,45;2;2,393;1;13;0;12;0;0;0;;;852
17;2;19.12.2024;3;30;22;30;4;97;2;3;2;27;2;25;66;0;3;21,45;2;2,393;1;5;0;12;0;0;0;;;853
17;2;16.12.2024;3;30;22;30;1;97;2;3;2;27;2;25;66;0;3;21,45;2;2,393;1;2;0;12;0;0;0;;;854
6;2;21.03.2024;8;37;28;32;26;15;2;8;4;31;2;28;137;2;3;26,32;3;2,616;2;26;1;3;0;0;0;;;855
6;2;10.03.2024;8;37;28;32;15;15;2;8;4;31;2;28;137;2;3;26,32;3;2,616;2;15;0;3;0;0;1;;;856
6;2;01.03.2024;8;37;28;32;6;15;2;8;4;31;2;28;137;2;3;26,32;3;2,616;2;6;0;3;0;0;4;;;857
9;2;26.05.2024;3;31;31;30;2;15;2;8;4;31;2;56;53;2;3;26,32;3;2,616;2;11;0;5;0;0;0;;;858
9;2;13.06.2024;3;31;31;30;20;15;2;8;4;31;2;56;53;2;3;26,32;3;2,616;2;29;1;6;0;1;0;;;859
9;2;22.06.2024;3;31;31;30;29;15;2;8;4;32;2;56;53;2;3;26,32;3;2,616;2;38;1;6;0;0;0;;;860
10;2;22.09.2024;1;33;16;46;44;15;2;8;4;32;2;30;45;2;3;26,32;3;2,616;2;29;1;9;0;0;0;;;861
10;2;13.09.2024;1;33;16;46;35;15;2;8;4;32;2;30;45;2;3;26,32;3;2,616;2;20;0;9;0;0;0;;;862
10;2;26.08.2024;1;33;16;46;17;15;2;8;4;32;2;30;45;2;3;26,32;3;2,616;2;2;0;8;0;0;0;;;863
10;2;26.10.2024;1;33;28;33;4;15;2;8;4;32;2;30;31;2;3;26,32;3;2,616;2;2;0;10;0;0;0;;;864
6;2;10.11.2024;8;37;32;44;1;15;2;8;4;32;2;30;31;2;3;26,32;3;2,616;2;17;0;11;0;0;0;;;865
6;2;14.11.2024;8;37;32;44;5;15;2;8;4;32;2;30;31;2;3;26,32;3;2,616;2;21;0;11;0;0;0;;;866
17;2;27.12.2024;3;30;22;30;12;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;12;0;12;0;0;0;;;867
17;2;23.12.2024;3;30;22;30;8;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;8;0;12;0;0;0;;;868
17;2;16.12.2024;3;30;22;30;1;15;2;8;4;32;2;27;22;2;3;26,32;3;2,616;2;1;0;12;0;0;0;;;869
24;12;02.01.2024;11;33;30;31;6;80;7;21;5;61;5;31;28;-11;2;16;2;2,98;2;6;0;1;0;0;0;;;870
24;12;02.01.2024;11;33;30;31;6;141;7;20;5;51;4;34;32;-30;1;19;2;2,95;2;26;1;1;0;0;0;;;871
25;6;03.01.2024;13;36;31;30;23;1;2;1;1;44;3;29;30;1;3;27,7;3;2,568;1;8;0;1;0;0;8;;;872
37;5;04.01.2024;7;31;31;44;19;75;7;8;4;37;3;32;30;-20;2;19;2;2,67;2;15;0;1;0;0;0;;;873
37;5;04.01.2024;7;31;31;44;19;205;7;6;4;30;2;34;28;-10;3;20;2;2,76;2;28;1;1;0;0;0;;;874
50;3;05.01.2024;8;45;27;32;30;71;3;23;5;53;4;34;25;0;3;25;2;2,68;2;13;0;1;0;1;0;;;875
50;3;05.01.2024;8;45;27;32;30;101;3;1;1;35;2;32;70;12;4;14,9;1;2,59;1;26;1;1;0;0;0;;;876
50;3;05.01.2024;8;45;27;32;30;71;3;23;5;53;4;34;25;0;3;25;2;2,68;2;13;0;1;0;1;0;;;877
50;3;05.01.2024;8;45;27;32;30;101;3;1;1;35;2;32;70;12;4;14,9;1;2,59;1;26;1;1;0;0;0;;;878
23;5;08.01.2024;14;43;27;32;31;146;5;14;4;59;5;33;30;1;3;16;2;2,8;2;32;1;1;0;1;0;;;879
23;5;08.01.2024;14;43;27;32;31;182;5;1;1;32;2;30;30;-5;3;18;2;2,6;1;29;1;1;0;0;0;;;880
1;11;10.01.2024;14;41;48;33;27;14;4;14;4;40;3;38;48;-4;3;26;3;2,65;2;27;1;1;0;0;0;;;881
26;8;10.01.2024;19;44;30;31;26;76;4;9;4;30;2;30;29;-2;3;21;2;2,5;1;34;1;1;0;0;0;;;882
26;8;10.01.2024;19;44;30;31;26;14;4;15;4;40;3;29;27;-4;3;22;2;2,9;2;21;1;1;0;0;0;;;883
40;5;11.01.2024;22;56;28;34;3;77;7;21;5;42;3;31;28;-29;2;19;2;2,85;2;14;0;1;0;0;0;;;884
40;5;11.01.2024;22;56;28;34;3;80;7;21;5;61;5;31;28;-11;2;16;2;2,98;2;15;0;1;0;0;0;;;885
40;5;11.01.2024;22;56;28;34;3;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;3;0;1;0;0;0;;;886
26;8;11.01.2024;19;44;30;31;27;196;4;4;3;41;3;41;30;-27;2;28;3;2,9;2;27;0;1;0;0;0;;;887
26;8;11.01.2024;19;44;30;31;27;102;4;3;2;34;2;45;34;-10;3;20;2;2,5;1;18;0;1;0;0;1;;;888
1;11;11.01.2024;14;41;48;33;28;14;4;14;4;40;3;38;48;-4;3;26;3;2,65;2;28;1;1;0;0;0;;;889
46;2;12.01.2024;14;38;31;34;32;145;2;19;5;41;3;28;31;-9;3;27;3;3;2;23;0;1;0;0;0;;;890
46;2;12.01.2024;14;38;31;34;32;13;2;8;4;33;2;31;29;-7;3;20;2;2,7;2;2;0;1;0;0;0;;;891
27;5;12.01.2024;2;31;33;44;4;37;5;1;1;41;3;30;31;-5;3;25;2;2,8;2;18;0;1;0;0;0;;;892
35;12;12.01.2024;23;58;30;34;4;141;7;20;5;51;4;34;30;-30;1;19;2;2,95;2;17;0;1;0;0;0;;;893
35;12;12.01.2024;23;58;30;34;4;38;7;2;2;23;1;30;30;-5;3;14;1;2,55;1;4;0;1;0;0;0;;;894
3;4;12.01.2024;13;47;30;40;28;195;4;3;2;41;3;29;30;-27;2;27;3;2,75;2;20;0;1;0;0;0;;;895
3;4;13.01.2024;13;47;30;40;29;102;4;3;2;34;2;52;60;-10;3;24;2;2,5;1;18;0;1;0;0;0;;;896
22;2;13.01.2024;4;38;30;32;30;98;4;10;4;42;3;29;31;6;3;22;2;2,8;2;20;0;1;0;0;0;;;897
19;2;13.01.2024;4;39;30;29;30;190;2;9;4;33;2;34;27;-5;3;21;2;2,5;1;1;0;1;0;0;1;;;898
35;12;13.01.2024;23;58;30;34;5;77;7;21;5;42;3;31;28;-29;2;19;2;2,85;2;16;0;1;0;0;0;;;899
35;12;13.01.2024;23;58;30;34;5;206;7;18;5;40;3;34;29;-9;3;28;3;3,01;2;22;0;1;0;0;0;;;900
32;8;16.01.2024;13;36;30;25;1;33;2;12;4;34;2;29;28;1;3;28;3;2,8;2;8;0;1;0;0;0;;;901
28;2;16.01.2024;1;30;31;33;2;19;4;14;4;34;2;42;30;-3;3;26;3;2,9;2;2;0;1;0;0;0;;;902
28;2;16.01.2024;1;30;31;33;2;70;4;12;4;36;3;30;32;-6;3;21;2;2,5;1;7;0;1;0;0;0;;;903
28;2;16.01.2024;1;30;31;33;2;109;4;8;4;35;2;30;26;-19;2;20;2;2,5;1;24;0;1;0;0;1;;;904
28;2;16.01.2024;1;30;31;33;2;184;1;6;4;33;2;27;25;-6;3;23;2;2,5;1;5;0;1;0;0;0;;;905
28;2;17.01.2024;1;30;31;33;3;166;2;13;4;35;2;30;27;-7;3;21;2;2,5;1;2;0;1;0;0;0;;;906
11;10;17.01.2024;15;40;31;40;3;189;3;22;5;51;4;37;55;-24;2;25,5;3;2,77;2;8;0;1;0;0;0;;;907
32;8;17.01.2024;13;36;30;25;2;161;1;13;4;45;3;30;28;-6;3;21;2;2,5;1;22;0;1;0;0;0;;;908
34;2;18.01.2024;18;41;31;29;10;166;2;13;4;35;2;23;32;-7;3;20;2;2,4;1;3;0;1;0;0;0;;;909
21;3;18.01.2024;8;38;30;31;11;96;3;13;4;30;2;34;32;-21;2;24;2;2,77;2;9;0;1;0;0;0;;;910
21;3;19.01.2024;8;38;30;31;12;55;3;17;5;39;3;40;31;-30;1;25;2;2,66;2;4;0;1;1;1;0;;;911
44;4;24.01.2024;12;51;37;48;1;154;4;10;4;38;3;45;31;1;3;26;3;2,6;1;1;0;1;0;0;0;;;912
52;6;24.01.2024;20;44;29;32;17;3;2;12;4;33;2;44;53;8;3;27,7;3;2,428;1;14;0;1;0;0;0;;;913
35;12;25.01.2024;23;58;30;34;17;128;7;23;5;53;4;45;34;-28;2;24;2;3,08;2;28;1;1;0;0;0;;;914
35;12;25.01.2024;23;58;30;34;17;205;7;6;4;30;2;34;28;-10;3;20;2;2,76;2;28;1;1;0;0;0;;;915
31;7;26.01.2024;15;39;32;67;40;188;6;3;2;33;2;33;28;-26;2;16;2;2,4;1;15;0;1;0;0;0;;;916
34;2;26.01.2024;18;41;31;29;18;190;2;9;4;33;2;40;32;-5;3;20;2;1,9;1;12;0;1;0;0;0;;;917
34;2;26.01.2024;18;41;31;29;18;61;2;17;5;41;3;22;35;9;3;26;3;2,9;2;6;0;1;0;0;0;;;918
40;5;26.01.2024;22;56;28;34;18;173;7;23;5;57;5;34;30;-24;2;20;2;2,88;2;18;0;1;0;0;0;;;919
40;5;26.01.2024;22;56;28;34;18;121;7;11;4;39;3;30;32;-28;2;24;2;2,67;2;11;0;1;0;0;0;;;920
52;6;27.01.2024;20;44;29;32;20;4;2;8;4;49;4;31;59;-51;1;24,7;2;2,616;2;3;0;1;0;0;1;;;921
27;5;27.01.2024;2;31;33;44;19;84;5;14;4;50;4;32;30;9;3;25;2;2,6;1;5;0;1;0;0;0;;;922
13;1;27.01.2024;15;41;38;32;10;19;4;13;4;34;2;44;32;-3;3;26;3;2,8;2;13;0;1;0;0;0;;;923
44;4;06.02.2024;12;51;37;48;15;67;4;21;5;58;5;44;41;-1;3;30;3;3,5;3;11;0;2;0;0;0;;;924
44;4;06.02.2024;12;51;37;48;15;154;4;10;4;38;3;45;31;1;3;26;3;2,6;1;14;0;2;0;0;0;;;925
44;4;06.02.2024;12;51;37;48;15;70;4;11;4;36;3;37;46;-6;3;26;3;2,5;1;28;1;2;1;0;0;;;926
34;2;06.02.2024;18;41;31;29;28;33;2;12;4;34;2;29;30;1;3;26;3;2,8;2;29;1;2;0;0;0;;;927
34;2;06.02.2024;18;41;31;29;28;190;2;9;4;33;2;40;32;-5;3;20;2;1,9;1;18;0;2;0;0;0;;;928
28;2;06.02.2024;1;30;31;33;23;166;2;13;4;35;2;34;28;-7;3;21;2;2,5;1;22;0;2;0;0;0;;;929
27;5;06.02.2024;2;31;33;44;29;125;5;14;4;38;3;30;30;5;3;15;1;2,6;1;11;0;2;0;0;0;;;930
21;3;06.02.2024;8;38;30;31;30;116;3;16;5;57;5;29;27;-43;1;25,5;3;2,88;2;27;1;2;0;0;0;;;931
35;12;06.02.2024;23;58;30;34;29;181;7;3;2;33;2;36;32;12;4;21;2;2,58;1;21;0;2;0;0;0;;;932
35;12;06.02.2024;23;58;30;34;29;176;7;1;1;21;1;30;30;-2;3;14;1;2,54;1;2;0;2;0;0;0;;;933
52;6;06.02.2024;20;44;29;32;30;3;2;12;4;34;2;44;53;8;3;27,7;3;2,428;1;26;1;2;0;0;0;;;934
32;8;06.02.2024;13;36;30;25;18;19;4;14;4;34;2;42;30;-3;3;26;3;2,9;2;23;0;2;0;0;0;;;935
32;8;06.02.2024;13;36;30;25;18;154;4;10;4;38;3;44;34;1;3;22;2;2,9;2;14;0;2;0;0;1;;;936
40;5;08.02.2024;22;56;28;34;31;35;7;14;4;34;2;33;28;2;3;20;2;2,75;2;30;1;2;0;0;0;;;937
40;5;08.02.2024;22;56;28;34;31;181;7;3;2;33;2;36;32;12;4;21;2;2,58;1;23;0;2;0;0;0;;;938
46;2;10.02.2024;14;38;25;29;1;154;4;10;4;38;3;43;30;1;3;26;3;2,6;1;18;0;2;0;0;0;;;939
27;5;13.02.2024;2;30;33;44;36;46;5;3;2;43;3;43;32;-5;3;18;2;2,8;2;20;1;2;0;0;0;;;940
13;1;13.02.2024;15;41;38;32;28;117;2;11;4;33;2;31;30;2;3;26;3;2,8;2;30;1;2;0;0;0;;;941
13;1;13.02.2024;15;41;38;32;28;190;2;9;4;33;2;40;32;-5;3;20;2;1,9;1;30;1;2;0;0;0;;;942
31;7;13.02.2024;15;39;32;67;40;190;2;9;4;33;2;40;32;-5;3;20;2;1,9;1;30;1;2;0;0;1;;;943
37;5;16.02.2024;7;31;31;44;7;38;7;2;2;23;1;30;29;-5;3;14;1;2,55;1;30;1;2;0;0;0;;;944
22;2;17.02.2024;4;38;27;31;4;19;4;14;4;34;2;42;30;-3;3;26;3;2,9;2;31;0;2;0;0;0;;;945
19;2;20.02.2024;4;39;31;37;27;142;2;1;1;22;1;29;33;3;3;21;2;2,4;1;6;0;2;0;0;0;;;946
19;2;23.02.2024;4;39;31;37;30;117;2;12;4;33;2;28;48;2;3;23;2;2,7;2;12;0;2;0;0;0;;;947
23;5;24.02.2024;14;43;41;46;2;65;5;14;4;52;4;21;26;-8;3;15;1;2,6;1;2;0;2;0;1;1;;;948
46;2;26.02.2024;14;38;25;29;17;82;4;21;5;56;5;43;46;-13;2;26,5;3;2,8;2;2;0;2;0;0;0;;;949
37;5;28.02.2024;7;31;31;44;19;38;7;2;2;23;1;30;29;-5;3;14;1;2,55;1;3;0;2;0;0;0;;;950
22;2;29.02.2024;4;38;27;31;16;142;2;1;1;22;1;29;33;3;3;21;2;2,4;1;15;0;2;0;0;0;;;951
31;7;04.03.2024;15;39;32;67;60;76;4;8;4;30;2;40;29;-20;2;17;2;2,8;2;18;0;3;0;0;0;;;952
46;2;06.03.2024;14;38;25;29;27;22;2;6;4;30;2;30;28;1;3;26;3;2,8;2;1;0;3;0;0;1;;;953
44;4;07.03.2024;12;51;37;48;45;203;4;6;4;31;2;54;31;-19;2;24;2;2,6;1;52;1;3;0;0;0;;;954
22;2;09.03.2024;4;38;27;31;25;85;4;7;4;35;2;45;29;-8;3;20;2;2,8;2;38;1;3;0;1;0;;;955
23;5;11.03.2024;14;43;41;46;15;65;5;14;4;52;4;21;26;-8;3;15;1;2,6;1;18;0;3;1;0;1;;;956
23;5;11.03.2024;14;43;41;46;15;37;5;1;1;41;3;30;31;-5;3;25;2;2,6;1;16;0;3;0;0;1;;;957
3;4;11.03.2024;13;47;45;46;2;109;4;7;4;36;3;31;45;-19;2;23;2;2,45;1;3;0;3;0;0;0;;;958
50;3;14.03.2024;8;45;28;47;37;209;3;11;4;35;2;34;61;1;3;25,6;3;2,77;2;33;1;3;0;0;0;;;959
37;5;14.03.2024;7;31;31;44;34;141;7;20;5;51;4;34;36;-30;1;19;2;2,95;2;22;0;3;0;0;0;;;960
23;5;15.03.2024;14;43;41;46;20;156;5;5;3;30;2;27;60;4;3;25;2;2,6;1;1;0;3;0;0;0;;;961
35;12;16.03.2024;23;58;33;29;1;21;7;20;5;58;5;31;35;-25;2;24;2;3,09;2;12;0;3;0;0;0;;;962
35;12;16.03.2024;23;58;33;29;1;40;7;3;2;33;2;34;30;1;3;20;2;2,88;2;7;0;3;0;0;0;;;963
34;2;16.03.2024;18;41;29;29;8;132;2;4;3;30;2;32;48;-1;3;26;3;29;4;2;0;3;0;0;0;;;964
25;6;17.03.2024;13;36;31;44;40;7;2;31;6;58;5;27;46;-6;3;27,7;3;2,833;2;22;0;3;0;0;2;;;965
45;1;18.03.2024;21;44;30;40;13;92;4;11;4;38;3;44;54;-5;3;20;2;1,9;1;9;0;3;0;0;0;;;966
3;4;18.03.2024;13;47;45;46;9;92;4;11;4;38;3;46;58;4;3;26;3;2,7;2;9;0;3;0;0;0;;;967
28;2;18.03.2024;1;30;23;33;8;24;2;10;4;30;2;27;40;-7;3;26;3;2,5;1;23;0;3;0;0;0;;;968
37;5;18.03.2024;7;31;31;44;38;80;7;21;5;61;5;40;42;-11;2;16;2;2,98;2;3;0;3;0;0;0;;;969
